Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Profit
ORD10212,2025-07-01,CUST1069,Customer 102,West,Pune,Electronics,Mobile,iPhone,4,25956,20,Card,169,82890.2
ORD10213,2025-02-11,CUST1009,Customer 24,North,Chandigarh,Clothing,Women,Women Top,4,3255,5,UPI,390,11979
ORD10214,2025-02-12,CUST1128,Customer 112,West,Surat,Clothing,Kids,Kids Jeans,1,3008,0,Card,127,2881
ORD10215,2025-01-24,CUST1020,Customer 72,East,Kolkata,Home,Furniture,Office Chair,4,11842,20,UPI,178,37716.4
ORD10216,2025-06-03,CUST1042,Customer 145,North,Jaipur,Clothing,Men,Men T-Shirt,3,3481,25,UPI,79,7753.25
ORD10217,2025-09-14,CUST1089,Customer 14,South,Kochi,Home,Decor,Table Lamp,7,2792,25,Card,80,14578
ORD10218,2025-08-19,CUST1126,Customer 59,North,Lucknow,Electronics,Mobile,OnePlus Nord,7,43578,0,Card,179,304867
ORD10219,2025-05-07,CUST1019,Customer 22,East,Ranchi,Clothing,Men,Men Shirt,7,751,20,UPI,448,3757.6
ORD10220,2025-02-24,CUST1024,Customer 2,East,Bhubaneswar,Clothing,Kids,Kids Dress,3,3429,15,UPI,224,8519.95
ORD10221,2025-10-13,CUST1143,Customer 132,East,Ranchi,Clothing,Women,Women Kurti,3,757,5,UPI,269,1888.45
ORD10222,2025-07-31,CUST1100,Customer 22,West,Mumbai,Electronics,Mobile,OnePlus Nord,2,43323,15,COD,189,73460.1
ORD10223,2025-03-16,CUST1017,Customer 43,South,Chennai,Home,Kitchen,Mixer Grinder,3,4905,10,UPI,292,12951.5
ORD10224,2025-11-17,CUST1127,Customer 51,West,Ahmedabad,Clothing,Women,Women Jeans,2,1879,10,COD,409,2973.2
ORD10225,2025-06-18,CUST1113,Customer 86,West,Mumbai,Electronics,Laptop,HP Pavilion,7,44344,20,UPI,451,247875.4
ORD10226,2025-06-13,CUST1075,Customer 126,West,Pune,Clothing,Women,Women Top,4,2362,10,COD,243,8260.2
ORD10227,2025-10-07,CUST1047,Customer 141,South,Hyderabad,Clothing,Women,Women Jeans,6,866,20,COD,343,3813.8
ORD10228,2025-09-13,CUST1036,Customer 78,North,Lucknow,Home,Furniture,Study Table,5,11851,0,UPI,384,58871
ORD10229,2025-09-03,CUST1150,Customer 103,South,Hyderabad,Home,Furniture,Bookshelf,7,6676,0,UPI,346,46386
ORD10230,2025-07-01,CUST1043,Customer 12,West,Mumbai,Clothing,Kids,Kids Dress,2,847,5,Card,380,1229.3
ORD10231,2025-09-23,CUST1143,Customer 149,West,Ahmedabad,Clothing,Men,Men T-Shirt,2,1459,5,Card,422,2350.1
ORD10232,2025-06-01,CUST1107,Customer 22,South,Kochi,Clothing,Women,Women Jeans,3,1812,0,UPI,93,5343
ORD10233,2025-09-01,CUST1025,Customer 113,North,Jaipur,Clothing,Women,Women Jeans,8,1247,20,UPI,218,7762.8
ORD10234,2025-12-13,CUST1043,Customer 63,West,Ahmedabad,Electronics,Laptop,HP Pavilion,2,3760,10,Card,95,6673
ORD10235,2025-04-06,CUST1111,Customer 102,South,Chennai,Clothing,Kids,Kids Jeans,8,1349,15,Card,134,9039.2
ORD10236,2025-05-23,CUST1017,Customer 148,North,Jaipur,Clothing,Kids,Kids Jeans,7,418,25,COD,145,2049.5
ORD10237,2025-09-08,CUST1136,Customer 81,North,Jaipur,Clothing,Women,Women Kurti,8,866,10,Card,481,5754.2
ORD10238,2025-12-11,CUST1077,Customer 22,West,Surat,Home,Furniture,Study Table,6,8001,20,COD,456,37948.8
ORD10239,2025-09-19,CUST1100,Customer 108,South,Hyderabad,Electronics,Mobile,OnePlus Nord,2,24792,10,Card,112,44513.6
ORD10240,2025-03-13,CUST1048,Customer 81,South,Kochi,Clothing,Men,Men Jeans,3,2672,5,UPI,187,7428.2
ORD10241,2025-12-01,CUST1127,Customer 105,West,Mumbai,Clothing,Men,Men Jeans,3,1199,15,Card,298,2759.45
ORD10242,2025-04-23,CUST1075,Customer 9,West,Surat,Home,Kitchen,Electric Kettle,3,1854,20,COD,447,4002.6
ORD10243,2025-09-19,CUST1029,Customer 147,East,Bhubaneswar,Home,Kitchen,Mixer Grinder,8,9767,25,UPI,321,58281
ORD10244,2025-02-22,CUST1064,Customer 77,North,Chandigarh,Home,Kitchen,Cookware Set,1,7731,20,COD,257,5927.8
ORD10245,2025-10-29,CUST1090,Customer 110,North,Lucknow,Clothing,Women,Women Kurti,8,880,5,COD,455,6233
ORD10246,2025-03-28,CUST1083,Customer 75,South,Chennai,Electronics,Mobile,Samsung Galaxy,6,70567,10,Card,315,380746.8
ORD10247,2025-12-02,CUST1033,Customer 34,East,Patna,Home,Decor,Wall Clock,3,7243,0,UPI,483,21246
ORD10248,2025-05-18,CUST1107,Customer 97,South,Chennai,Home,Kitchen,Mixer Grinder,7,8519,5,Card,363,56288.35
ORD10249,2025-06-17,CUST1149,Customer 1,West,Mumbai,Home,Furniture,Study Table,5,11882,10,UPI,289,53180
ORD10250,2025-08-08,CUST1055,Customer 127,North,Lucknow,Home,Decor,Flower Vase,6,1537,20,UPI,151,7226.6
ORD10251,2025-12-16,CUST1013,Customer 12,East,Patna,Clothing,Women,Women Top,3,2718,15,UPI,497,6433.9
ORD10252,2025-12-19,CUST1034,Customer 78,North,Lucknow,Electronics,Mobile,iPhone,8,60636,0,UPI,143,484945
ORD10253,2025-03-26,CUST1014,Customer 102,South,Hyderabad,Electronics,Headphones,JBL Headphones,5,11603,10,Card,372,51841.5
ORD10254,2025-03-09,CUST1058,Customer 133,East,Bhubaneswar,Clothing,Kids,Kids T-Shirt,2,404,5,UPI,79,688.6
ORD10255,2025-02-06,CUST1059,Customer 99,West,Mumbai,Electronics,Headphones,JBL Headphones,2,56153,25,COD,284,83945.5
ORD10256,2025-12-13,CUST1037,Customer 18,North,Delhi,Electronics,Laptop,Lenovo IdeaPad,5,18773,15,COD,368,79417.25
ORD10257,2025-11-12,CUST1114,Customer 56,North,Jaipur,Clothing,Women,Women Top,4,2972,25,COD,250,8666
ORD10258,2025-05-22,CUST1022,Customer 64,North,Delhi,Electronics,Mobile,Redmi Note,6,57080,10,COD,166,308066
ORD10259,2025-05-03,CUST1127,Customer 99,East,Kolkata,Home,Kitchen,Mixer Grinder,4,6918,10,Card,67,24837.8
ORD10260,2025-03-09,CUST1100,Customer 146,North,Jaipur,Clothing,Kids,Kids Dress,2,2563,0,UPI,202,4924
ORD10261,2025-01-08,CUST1068,Customer 56,West,Ahmedabad,Home,Decor,Wall Clock,8,1695,0,Card,74,13486
ORD10262,2025-11-24,CUST1138,Customer 138,North,Delhi,Clothing,Kids,Kids Jeans,7,2134,25,UPI,82,11121.5
ORD10263,2025-10-28,CUST1017,Customer 80,South,Hyderabad,Electronics,Laptop,HP Pavilion,4,21165,20,UPI,240,67488
ORD10264,2025-01-29,CUST1080,Customer 45,West,Pune,Electronics,Mobile,Samsung Galaxy,7,16002,15,Card,351,94860.9
ORD10265,2025-09-22,CUST1067,Customer 43,North,Delhi,Home,Furniture,Bookshelf,1,3184,15,UPI,307,2399.4
ORD10266,2025-09-26,CUST1017,Customer 68,East,Bhubaneswar,Home,Kitchen,Cookware Set,2,980,10,UPI,179,1585
ORD10267,2025-03-22,CUST1066,Customer 27,North,Lucknow,Clothing,Kids,Kids Jeans,1,2446,20,COD,228,1728.8
ORD10268,2025-07-06,CUST1099,Customer 39,North,Jaipur,Home,Decor,Wall Clock,1,701,5,COD,281,384.95
ORD10269,2025-06-13,CUST1070,Customer 20,South,Bengaluru,Home,Decor,Flower Vase,7,4178,10,COD,253,26068.4
ORD10270,2025-02-05,CUST1120,Customer 73,East,Kolkata,Home,Decor,Wall Clock,3,4156,20,COD,245,9729.4
ORD10271,2025-06-05,CUST1063,Customer 119,East,Patna,Electronics,Headphones,JBL Headphones,1,49154,5,UPI,328,46368.3
ORD10272,2025-04-30,CUST1139,Customer 89,East,Ranchi,Electronics,Headphones,Sony Headphones,4,20535,0,UPI,52,82088
ORD10273,2025-08-03,CUST1126,Customer 16,North,Chandigarh,Electronics,Headphones,JBL Headphones,5,14424,5,Card,161,68353
ORD10274,2025-10-25,CUST1025,Customer 130,South,Hyderabad,Electronics,Mobile,iPhone,7,49623,15,Card,83,295173.85
ORD10275,2025-05-30,CUST1067,Customer 81,South,Kochi,Electronics,Headphones,Sony Headphones,1,57814,25,COD,161,43199.5
ORD10276,2025-10-27,CUST1028,Customer 40,West,Ahmedabad,Clothing,Women,Women Jeans,4,705,5,COD,439,2240
ORD10277,2025-04-17,CUST1116,Customer 79,North,Jaipur,Clothing,Women,Women Jeans,7,894,20,UPI,434,4572.4
ORD10278,2025-02-16,CUST1064,Customer 92,West,Ahmedabad,Electronics,Mobile,iPhone,5,6086,5,UPI,115,28793.5
ORD10279,2025-10-09,CUST1064,Customer 25,West,Mumbai,Home,Kitchen,Electric Kettle,3,1009,15,UPI,324,2248.95
ORD10280,2025-07-25,CUST1096,Customer 22,West,Mumbai,Electronics,Mobile,Samsung Galaxy,1,29935,5,COD,461,27977.25
ORD10281,2025-01-22,CUST1119,Customer 13,East,Kolkata,Electronics,Mobile,iPhone,8,17680,0,UPI,102,141338
ORD10282,2025-07-01,CUST1055,Customer 48,South,Kochi,Home,Kitchen,Electric Kettle,1,6770,25,UPI,128,4949.5
ORD10283,2025-10-09,CUST1123,Customer 16,East,Patna,Clothing,Men,Men T-Shirt,4,3051,10,UPI,250,10733.6
ORD10284,2025-10-06,CUST1005,Customer 98,North,Chandigarh,Clothing,Men,Men Jeans,4,3032,20,COD,362,9340.4
ORD10285,2025-06-13,CUST1057,Customer 8,East,Ranchi,Home,Kitchen,Electric Kettle,6,6863,10,COD,53,37007.2
ORD10286,2025-05-04,CUST1069,Customer 137,East,Kolkata,Clothing,Kids,Kids Jeans,4,1053,0,COD,376,3836
ORD10287,2025-12-24,CUST1092,Customer 8,North,Jaipur,Home,Kitchen,Electric Kettle,3,3385,5,Card,202,9445.25
ORD10288,2025-01-29,CUST1060,Customer 57,East,Bhubaneswar,Home,Furniture,Study Table,5,3376,15,COD,86,14262
ORD10289,2025-06-15,CUST1016,Customer 6,North,Lucknow,Electronics,Laptop,Dell Inspiron,3,45463,25,COD,450,101841.75
ORD10290,2025-10-28,CUST1026,Customer 87,South,Chennai,Electronics,Headphones,JBL Headphones,2,49767,25,Card,242,74408.5
ORD10291,2025-12-22,CUST1092,Customer 58,East,Patna,Electronics,Mobile,Redmi Note,8,42386,5,Card,327,321806.6
ORD10292,2025-12-26,CUST1147,Customer 101,South,Kochi,Clothing,Kids,Kids Dress,5,921,5,Card,40,4334.75
ORD10293,2025-03-14,CUST1085,Customer 20,North,Jaipur,Home,Kitchen,Cookware Set,4,10979,20,COD,294,34838.8
ORD10294,2025-06-21,CUST1115,Customer 3,South,Hyderabad,Clothing,Men,Men Shirt,2,3303,25,Card,413,4541.5
ORD10295,2025-01-25,CUST1099,Customer 113,East,Bhubaneswar,Electronics,Headphones,Boat Headphones,6,34440,0,Card,40,206600
ORD10296,2025-09-03,CUST1148,Customer 58,West,Pune,Clothing,Women,Women Jeans,6,2636,15,COD,464,12979.6
ORD10297,2025-06-25,CUST1044,Customer 97,South,Kochi,Electronics,Mobile,OnePlus Nord,1,42574,10,COD,77,38239.6
ORD10298,2025-11-07,CUST1112,Customer 41,South,Bengaluru,Home,Furniture,Study Table,8,1007,15,Card,124,6723.6
ORD10299,2025-10-04,CUST1068,Customer 73,North,Delhi,Clothing,Men,Men T-Shirt,7,3255,20,Card,413,17815
ORD10300,2025-08-07,CUST1023,Customer 76,East,Bhubaneswar,Electronics,Mobile,Redmi Note,8,20931,0,UPI,41,167407
ORD10301,2025-03-01,CUST1079,Customer 102,West,Pune,Electronics,Mobile,iPhone,3,39048,0,UPI,472,116672
ORD10302,2025-04-06,CUST1115,Customer 12,West,Surat,Home,Kitchen,Mixer Grinder,7,3529,10,UPI,229,22003.7
ORD10303,2025-12-23,CUST1025,Customer 22,East,Ranchi,Clothing,Women,Women Kurti,5,2711,0,COD,425,13130
ORD10304,2025-12-18,CUST1122,Customer 147,East,Ranchi,Home,Furniture,Bookshelf,1,6842,20,UPI,314,5159.6
ORD10305,2025-10-20,CUST1038,Customer 31,South,Kochi,Clothing,Men,Men Jeans,1,2456,20,Card,449,1515.8
ORD10306,2025-08-11,CUST1052,Customer 38,West,Pune,Electronics,Mobile,iPhone,3,6393,15,COD,389,15913.15
ORD10307,2025-05-22,CUST1134,Customer 118,East,Patna,Home,Furniture,Office Chair,7,9615,15,Card,206,57003.25
ORD10308,2025-02-21,CUST1074,Customer 138,North,Lucknow,Electronics,Laptop,Dell Inspiron,3,13933,0,Card,439,41360
ORD10309,2025-03-30,CUST1071,Customer 104,East,Ranchi,Clothing,Women,Women Top,8,2743,20,UPI,59,17496.2
ORD10310,2025-07-10,CUST1006,Customer 87,South,Kochi,Electronics,Laptop,Lenovo IdeaPad,4,7260,25,UPI,177,21603
ORD10311,2025-08-15,CUST1083,Customer 69,East,Patna,Clothing,Women,Women Top,2,1333,5,UPI,420,2112.7
ORD10312,2025-01-29,CUST1132,Customer 41,West,Mumbai,Electronics,Laptop,Dell Inspiron,7,64299,20,UPI,460,359614.4
ORD10313,2025-04-09,CUST1052,Customer 15,North,Chandigarh,Home,Decor,Table Lamp,3,9089,20,COD,128,21685.6
ORD10314,2025-07-23,CUST1032,Customer 8,South,Bengaluru,Clothing,Men,Men Jeans,4,1522,10,UPI,298,5181.2
ORD10315,2025-06-26,CUST1042,Customer 67,South,Hyderabad,Clothing,Kids,Kids Jeans,3,2343,20,Card,219,5404.2
ORD10316,2025-12-13,CUST1053,Customer 69,North,Chandigarh,Electronics,Laptop,HP Pavilion,3,28891,5,Card,155,82184.35
ORD10317,2025-01-05,CUST1058,Customer 65,West,Mumbai,Home,Furniture,Study Table,3,11106,5,Card,450,31202.1
ORD10318,2025-12-13,CUST1134,Customer 102,East,Patna,Clothing,Women,Women Jeans,8,1432,5,UPI,194,10689.2
ORD10319,2025-02-02,CUST1087,Customer 71,North,Delhi,Home,Decor,Table Lamp,5,5390,25,COD,286,19926.5
ORD10320,2025-05-04,CUST1015,Customer 104,East,Patna,Clothing,Kids,Kids Dress,5,1171,5,Card,431,5131.25
ORD10321,2025-07-18,CUST1010,Customer 150,East,Bhubaneswar,Home,Furniture,Bookshelf,8,5343,10,UPI,247,38222.6
ORD10322,2025-03-29,CUST1143,Customer 47,South,Hyderabad,Home,Decor,Wall Clock,8,11507,10,Card,193,82657.4
ORD10323,2025-06-21,CUST1023,Customer 57,East,Kolkata,Clothing,Men,Men Shirt,5,3370,20,COD,388,13092
ORD10324,2025-08-26,CUST1031,Customer 121,East,Bhubaneswar,Home,Kitchen,Electric Kettle,6,6589,10,Card,190,35390.6
ORD10325,2025-07-31,CUST1014,Customer 39,North,Delhi,Clothing,Men,Men Shirt,2,3188,15,Card,192,5227.6
ORD10326,2025-02-11,CUST1125,Customer 86,South,Chennai,Clothing,Women,Women Top,8,986,10,Card,132,6967.2
ORD10327,2025-03-23,CUST1126,Customer 23,South,Hyderabad,Home,Furniture,Office Chair,8,4981,5,COD,335,37520.6
ORD10328,2025-10-01,CUST1052,Customer 96,South,Kochi,Home,Kitchen,Electric Kettle,7,8321,15,COD,59,49450.95
ORD10329,2025-12-22,CUST1089,Customer 80,North,Chandigarh,Home,Furniture,Office Chair,1,10767,25,COD,155,7920.25
ORD10330,2025-05-29,CUST1117,Customer 134,South,Bengaluru,Clothing,Kids,Kids Dress,5,1084,0,COD,192,5228
ORD10331,2025-07-26,CUST1005,Customer 59,East,Ranchi,Home,Furniture,Study Table,8,6385,5,COD,455,48071
ORD10332,2025-01-20,CUST1097,Customer 66,South,Chennai,Electronics,Headphones,Boat Headphones,3,16943,10,Card,373,45373.1
ORD10333,2025-08-16,CUST1098,Customer 32,North,Delhi,Home,Furniture,Bookshelf,1,1290,25,COD,253,714.5
ORD10334,2025-12-06,CUST1134,Customer 70,East,Ranchi,Home,Furniture,Office Chair,1,5433,15,Card,91,4527.05
ORD10335,2025-04-12,CUST1052,Customer 68,South,Kochi,Electronics,Headphones,Sony Headphones,2,37854,0,COD,294,75414
ORD10336,2025-12-19,CUST1124,Customer 85,South,Hyderabad,Home,Kitchen,Electric Kettle,3,1145,20,UPI,146,2602
ORD10337,2025-09-19,CUST1020,Customer 26,South,Bengaluru,Electronics,Headphones,Boat Headphones,2,65563,5,COD,439,124130.7
ORD10338,2025-01-21,CUST1075,Customer 93,East,Bhubaneswar,Clothing,Women,Women Jeans,8,605,0,COD,487,4353
ORD10339,2025-03-29,CUST1085,Customer 92,East,Ranchi,Home,Furniture,Office Chair,1,658,5,Card,371,254.1
ORD10340,2025-08-22,CUST1070,Customer 99,West,Ahmedabad,Home,Furniture,Study Table,6,3496,0,UPI,244,20732
ORD10341,2025-03-23,CUST1027,Customer 107,West,Surat,Home,Furniture,Office Chair,3,11906,25,COD,472,26316.5
ORD10342,2025-03-08,CUST1124,Customer 125,West,Surat,Electronics,Headphones,JBL Headphones,6,4577,25,Card,496,20100.5
ORD10343,2025-12-14,CUST1135,Customer 148,North,Lucknow,Clothing,Men,Men T-Shirt,5,3082,10,COD,400,13469
ORD10344,2025-09-04,CUST1089,Customer 99,South,Hyderabad,Home,Decor,Flower Vase,2,7591,25,Card,167,11219.5
ORD10345,2025-09-09,CUST1083,Customer 62,South,Bengaluru,Electronics,Headphones,Boat Headphones,8,65790,5,COD,424,499580
ORD10346,2025-08-16,CUST1147,Customer 115,East,Patna,Electronics,Headphones,Boat Headphones,7,53658,5,COD,275,356550.7
ORD10347,2025-07-26,CUST1106,Customer 10,North,Lucknow,Clothing,Women,Women Kurti,8,3452,25,COD,92,20620
ORD10348,2025-12-10,CUST1117,Customer 88,North,Delhi,Home,Decor,Flower Vase,5,8828,20,COD,375,34937
ORD10349,2025-02-19,CUST1057,Customer 1,East,Kolkata,Electronics,Laptop,Lenovo IdeaPad,8,48417,25,UPI,98,290404
ORD10350,2025-03-13,CUST1105,Customer 28,East,Patna,Home,Kitchen,Cookware Set,6,2241,0,COD,292,13154
ORD10351,2025-02-25,CUST1107,Customer 12,East,Bhubaneswar,Electronics,Mobile,Redmi Note,4,60705,5,Card,213,230466
ORD10352,2025-01-25,CUST1142,Customer 111,North,Lucknow,Clothing,Kids,Kids Dress,3,2443,0,Card,416,6913
ORD10353,2025-11-07,CUST1083,Customer 130,West,Pune,Home,Decor,Wall Clock,3,2196,15,Card,347,5252.8
ORD10354,2025-03-10,CUST1036,Customer 106,West,Surat,Home,Decor,Wall Clock,5,7018,10,UPI,271,31310
ORD10355,2025-05-29,CUST1089,Customer 34,East,Patna,Home,Decor,Flower Vase,4,3791,5,Card,405,14000.8
ORD10356,2025-08-02,CUST1137,Customer 74,South,Hyderabad,Home,Furniture,Study Table,8,10048,20,Card,403,63904.2
ORD10357,2025-04-13,CUST1069,Customer 42,West,Mumbai,Home,Furniture,Office Chair,7,2881,0,Card,68,20099
ORD10358,2025-08-20,CUST1027,Customer 144,East,Patna,Electronics,Mobile,OnePlus Nord,4,71732,0,UPI,456,286472
ORD10359,2025-12-17,CUST1081,Customer 142,South,Kochi,Electronics,Headphones,Sony Headphones,5,6957,15,UPI,253,29314.25
ORD10360,2025-11-28,CUST1095,Customer 140,North,Delhi,Home,Kitchen,Mixer Grinder,8,4195,25,Card,403,24767
ORD10361,2025-03-03,CUST1097,Customer 11,South,Chennai,Clothing,Women,Women Kurti,2,1165,5,Card,303,1910.5
ORD10362,2025-08-27,CUST1040,Customer 11,West,Ahmedabad,Home,Kitchen,Mixer Grinder,3,10068,10,COD,209,26974.6
ORD10363,2025-02-07,CUST1082,Customer 135,South,Hyderabad,Home,Furniture,Bookshelf,5,8537,20,Card,223,33925
ORD10364,2025-02-17,CUST1090,Customer 57,South,Chennai,Home,Furniture,Bookshelf,3,7314,20,Card,246,17307.6
ORD10365,2025-10-15,CUST1003,Customer 30,South,Hyderabad,Clothing,Women,Women Jeans,4,3482,20,Card,283,10859.4
ORD10366,2025-02-28,CUST1099,Customer 66,East,Ranchi,Electronics,Headphones,Sony Headphones,4,6026,25,UPI,235,17843
ORD10367,2025-11-30,CUST1050,Customer 83,East,Kolkata,Home,Kitchen,Cookware Set,8,8475,0,UPI,499,67301
ORD10368,2025-04-20,CUST1109,Customer 27,North,Delhi,Electronics,Headphones,Sony Headphones,1,9381,5,Card,362,8549.95
ORD10369,2025-01-20,CUST1023,Customer 19,South,Kochi,Home,Furniture,Bookshelf,3,889,15,Card,209,2057.95
ORD10370,2025-11-19,CUST1104,Customer 111,North,Jaipur,Clothing,Kids,Kids T-Shirt,4,1459,15,UPI,270,4690.6
ORD10371,2025-10-27,CUST1012,Customer 19,East,Kolkata,Clothing,Kids,Kids T-Shirt,1,3027,25,Card,72,2198.25
ORD10372,2025-12-05,CUST1008,Customer 122,East,Kolkata,Clothing,Kids,Kids Jeans,2,1553,15,UPI,242,2398.1
ORD10373,2025-11-28,CUST1096,Customer 3,South,Chennai,Electronics,Headphones,JBL Headphones,5,19684,10,Card,494,88084
ORD10374,2025-06-26,CUST1055,Customer 106,South,Bengaluru,Electronics,Mobile,Redmi Note,2,40736,5,Card,419,76979.4
ORD10375,2025-10-18,CUST1014,Customer 141,South,Chennai,Electronics,Mobile,OnePlus Nord,4,15823,5,Card,449,59678.4
ORD10376,2025-09-07,CUST1085,Customer 92,West,Mumbai,Clothing,Kids,Kids T-Shirt,5,802,5,Card,337,3472.5
ORD10377,2025-11-12,CUST1079,Customer 150,South,Chennai,Electronics,Laptop,HP Pavilion,4,42452,15,UPI,208,144128.8
ORD10378,2025-11-25,CUST1112,Customer 71,South,Hyderabad,Clothing,Women,Women Kurti,1,1682,5,COD,404,1193.9
ORD10379,2025-06-06,CUST1125,Customer 142,East,Bhubaneswar,Home,Decor,Table Lamp,8,8083,15,UPI,436,54528.4
ORD10380,2025-11-17,CUST1020,Customer 20,North,Jaipur,Home,Decor,Wall Clock,5,2793,20,COD,174,10998
ORD10381,2025-10-04,CUST1121,Customer 39,North,Delhi,Home,Decor,Table Lamp,4,1100,20,UPI,318,3202
ORD10382,2025-02-16,CUST1102,Customer 94,East,Ranchi,Electronics,Headphones,Sony Headphones,5,18348,15,Card,301,77678
ORD10383,2025-10-17,CUST1038,Customer 124,North,Jaipur,Home,Decor,Wall Clock,3,7810,5,COD,329,21929.5
ORD10384,2025-12-09,CUST1053,Customer 133,East,Kolkata,Electronics,Laptop,Dell Inspiron,2,35449,10,COD,61,63747.2
ORD10385,2025-09-24,CUST1071,Customer 68,East,Ranchi,Clothing,Women,Women Kurti,1,3056,10,COD,400,2350.4
ORD10386,2025-09-22,CUST1104,Customer 91,South,Kochi,Home,Kitchen,Electric Kettle,2,8965,10,UPI,154,15983
ORD10387,2025-09-21,CUST1072,Customer 55,East,Ranchi,Clothing,Kids,Kids T-Shirt,3,2201,5,COD,79,6193.85
ORD10388,2025-09-04,CUST1123,Customer 123,South,Chennai,Electronics,Laptop,HP Pavilion,4,55144,10,Card,98,198420.4
ORD10389,2025-03-24,CUST1035,Customer 132,South,Chennai,Home,Kitchen,Mixer Grinder,4,1206,5,Card,343,4239.8
ORD10390,2025-11-23,CUST1005,Customer 73,North,Jaipur,Electronics,Mobile,OnePlus Nord,3,68517,15,Card,328,174390.35
ORD10391,2025-03-15,CUST1150,Customer 47,North,Jaipur,Clothing,Kids,Kids Jeans,8,1098,5,UPI,347,7997.8
ORD10392,2025-07-13,CUST1099,Customer 34,East,Bhubaneswar,Home,Decor,Table Lamp,8,10273,20,COD,157,65590.2
ORD10393,2025-09-01,CUST1010,Customer 137,North,Delhi,Electronics,Headphones,Sony Headphones,7,20403,20,COD,130,114126.8
ORD10394,2025-08-04,CUST1095,Customer 12,North,Delhi,Clothing,Kids,Kids T-Shirt,1,3179,25,UPI,307,2077.25
ORD10395,2025-04-30,CUST1022,Customer 73,West,Pune,Clothing,Women,Women Jeans,2,2142,5,UPI,284,3785.8
ORD10396,2025-04-16,CUST1081,Customer 105,West,Ahmedabad,Electronics,Mobile,Samsung Galaxy,2,68926,0,UPI,375,137477
ORD10397,2025-11-10,CUST1071,Customer 102,East,Kolkata,Electronics,Laptop,Lenovo IdeaPad,5,71068,15,Card,227,301812
ORD10398,2025-05-10,CUST1079,Customer 148,South,Kochi,Home,Decor,Table Lamp,3,6565,20,Card,287,15469
ORD10399,2025-02-21,CUST1055,Customer 131,East,Ranchi,Home,Furniture,Bookshelf,2,4264,15,Card,122,7126.8
ORD10400,2025-02-16,CUST1038,Customer 121,West,Ahmedabad,Home,Decor,Flower Vase,1,3133,15,Card,42,2621.05
ORD10401,2025-07-16,CUST1103,Customer 134,West,Mumbai,Electronics,Laptop,Dell Inspiron,6,11290,20,COD,410,53782
ORD10402,2025-09-23,CUST1074,Customer 50,East,Kolkata,Electronics,Headphones,JBL Headphones,8,2203,5,Card,451,16291.8
ORD10403,2025-03-22,CUST1023,Customer 71,North,Jaipur,Home,Furniture,Bookshelf,1,6393,5,Card,40,6033.35
ORD10404,2025-02-05,CUST1024,Customer 141,West,Ahmedabad,Home,Kitchen,Electric Kettle,4,8982,0,Card,400,35528
ORD10405,2025-05-14,CUST1045,Customer 105,East,Patna,Clothing,Women,Women Kurti,4,2262,15,Card,42,7648.8
ORD10406,2025-10-22,CUST1065,Customer 114,North,Delhi,Home,Kitchen,Electric Kettle,2,8909,10,Card,456,15580.2
ORD10407,2025-02-04,CUST1098,Customer 57,West,Surat,Electronics,Laptop,Acer Aspire,8,4384,15,COD,172,29639.2
ORD10408,2025-02-17,CUST1103,Customer 88,South,Hyderabad,Clothing,Women,Women Top,1,3270,10,COD,187,2756
ORD10409,2025-12-16,CUST1049,Customer 128,North,Jaipur,Clothing,Women,Women Jeans,4,2749,10,COD,422,9474.4
ORD10410,2025-11-13,CUST1092,Customer 40,South,Chennai,Home,Furniture,Study Table,4,4255,5,COD,468,15701
ORD10411,2025-09-04,CUST1096,Customer 81,North,Delhi,Electronics,Headphones,Sony Headphones,8,1668,20,COD,474,10201.2
ORD10412,2025-01-28,CUST1135,Customer 109,West,Ahmedabad,Clothing,Men,Men Shirt,5,2029,5,Card,105,9532.75
ORD10413,2025-08-24,CUST1081,Customer 3,West,Mumbai,Home,Kitchen,Electric Kettle,3,7990,0,Card,305,23665
ORD10414,2025-10-08,CUST1068,Customer 61,North,Jaipur,Clothing,Kids,Kids T-Shirt,6,1881,20,UPI,135,8893.8
ORD10415,2025-12-25,CUST1096,Customer 94,East,Ranchi,Home,Kitchen,Electric Kettle,3,8671,15,COD,254,21857.05
ORD10416,2025-02-21,CUST1070,Customer 61,West,Ahmedabad,Clothing,Men,Men Shirt,3,2758,25,COD,456,5749.5
ORD10417,2025-03-10,CUST1133,Customer 137,West,Surat,Electronics,Mobile,iPhone,8,2076,5,UPI,295,15482.6
ORD10418,2025-01-31,CUST1056,Customer 66,East,Ranchi,Clothing,Women,Women Top,1,2031,0,Card,123,1908
ORD10419,2025-05-12,CUST1089,Customer 6,West,Mumbai,Clothing,Kids,Kids Jeans,5,1878,10,Card,325,8126
ORD10420,2025-10-03,CUST1045,Customer 73,West,Mumbai,Clothing,Kids,Kids Dress,4,2762,20,Card,372,8466.4
ORD10421,2025-08-26,CUST1038,Customer 43,East,Patna,Home,Decor,Table Lamp,8,1784,15,Card,186,11945.2
ORD10422,2025-04-27,CUST1081,Customer 82,East,Ranchi,Home,Decor,Flower Vase,7,1668,0,COD,215,11461
ORD10423,2025-09-24,CUST1116,Customer 106,East,Patna,Home,Decor,Table Lamp,5,7789,10,Card,340,34710.5
